Segment,KodKraju,Miasto,KodPocztowy,anon_NrKarty,anon_Nazwa,anon_IdKlienta,anon_Plec,anon_DataUr
01,PL,LUBZINA,39-102,7301634730b2e7fe86b17acad9494391,cb9ca2faa4bdfb37185202b121762583,2a319ef5c3bc5125e3c3b146176bf36d,K,1972-11-08 00:00:00.000
01,PL,ROPCZYCE,39-100,9087b5c9128c58e16b7e7e548cd45f96,a47e16cbd80daa04f097a5c0f583aa5a,cad45ef8dede73d0d8a0b86e3e08bf6a,K,1994-05-17 00:00:00.000
01,PL,ROPCZYCE,39-100,bc93fb5b6dd8248e8401a1428f9521bc,de32cce9ef8a91836e0da569640982ef,16e016c36bd2a62c3782dd91823249fb,K,1959-01-24 00:00:00.000
01,PL,ROPCZYCE,39-100,5f4db177fc9dcac1afeec74792d507d7,13d84a48777d4d617f6502b9c2ab2747,5c23d7290fffb48386283ce508651a25,K,1967-09-23 00:00:00.000
01,PL,ROPCZYCE,39-100,d6324fd94d9696f7cbaca6bafd58b3bb,57f311a936c6b2fb8feb48511340c50b,075537bba4fd29f3dae27af309cc8c1d,K,1990-10-11 00:00:00.000
01,PL,SĘDZISZÓW MŁP.,39-120,4fe747f37716dfbc729d8b83a19d465e,cdafc42b2eae849c1a4addc829446b15,bbfca009a39b0e0d811316f44d3c7222,K,1961-12-23 00:00:00.000
01,PL,SĘDZISZÓW  MŁP,39-120,0f6bc6b7152ca459e81f654da69b69af,557375fe3c55544d7ab4c402c7d947e9,d540c1f112a0e33ce6fa5ad7bdd75d77,K,1962-06-26 00:00:00.000
01,PL,SĘDZISZÓW MŁP,39-120,df290679864747d37a95d1ec5eda5105,59e3ee25bd0b82158a954c064d5a8d35,5b83e150395780807a6372d4b09130d1,K,1972-09-04 00:00:00.000
01,PL,SĘDZISZÓW MŁP.,39-120,5937eaa703f62dba22faf9e9b967470f,6440880f041d66b0f562042892ef3cf7,ea6ebd213aed844d607afdd30ff5612c,K,1969-11-05 00:00:00.000
01,PL,ŁĄCZKI KUCHARSKIE,39-106,01cc08668ad3b9b7dfbe93e3aca8168f,1e50581da518717cbbad98a3602e15aa,bb8c425f8bac81cf736e6c9babdc4a81,K,1955-05-27 00:00:00.000
01,PL,ROPCZYCE,39-100,10ef32d6bc2e2966809c211cedc3dd8a,0821de956de07b2048df5938ed4cac01,a4b64d7fdd175f66de9fe420e380d858,K,1956-06-03 00:00:00.000
01,PL,ROPCZYCE,39-100,6e6e7b4613fc602e422322b76b5265bb,7f57d280098e6f3ce55618709196aa3b,b948d6f557be7c48ba5837ce01f4de47,K,1975-06-19 00:00:00.000
01,PL,ROPCZYCE,39-100,a7bf90686102007aea4a1ba5d962675c,7b3b135231ba8acaa456b18c5d48a37e,527a5c45d87d6c4be023f34ed378acde,K,1967-07-20 00:00:00.000
01,PL,ROPCZYCE,39-100,9dd4932d4b1c07d45fedfd37c06ced9f,c7eb122787b7193301faa6ae84ba19df,545cb2c09d8c037a4c6b71bb3e03a73a,K,1977-04-06 00:00:00.000
01,PL,SĘDZISZÓW MŁP.,39-120,dcb7b0a8555bdbbb3de33ac21187829b,cc6093f5a2f47f910d0f89701a09a405,764092fd03627bbba980fca712cd3e00,K,1961-11-02 00:00:00.000
01,PL,DĘBICA,39-200,e184c6e171da150717dc5c374e885a5a,1872b567c297ce332431f4cec470c3ba,79a4307fe79fe2ac86ca62ca6d72a642,K,1998-04-23 00:00:00.000
01,PL,KAMIONKA,39-122,9f29a68c32db3e55a703a26e144c9c35,928b48c8b5f05bc85b30c58c91334128,54f539b43ffbc0e85f93071d51f44799,K,1961-05-09 00:00:00.000
01,PL,PUSTKÓW,39-205,27628948c764977a14420d0f1670c6a4,f74915b2932565384845bf94347294f2,e1453276879df883a4ae7d4287cba954,K,1961-11-22 00:00:00.000
01,PL,ROPCZYCE,39-100,1a1a45ad98e7272ebcdad3d7b5f9f087,343c9f271396f48315b4b1e0819dd29c,d40945a7fce4d6816be5aa7ef3d68f8e,K,1983-07-09 00:00:00.000
01,PL,OCIEKA,39-104,87ff8d510a3659d585dc76b48502444f,cf0f29eaea25bf12bef8f99a418bdf8b,9cc2eddc014ccccdc496bb31b9181cfc,K,1966-10-04 00:00:00.000
01,PL,OSTRÓW,39-103,05701253b436d6e899087bfa311977af,02b24ea5dc25987900159461556fd30b,433c152166fda44393f00b770b8fcfd3,K,1985-10-05 00:00:00.000
01,PL,ROPCZYCE,39-100,37a167a8e6412d55578f93c3b89feb3a,cfa53aea667dfe793a19f4c80ffbbd51,4e6e0242a7a5c17864ea016550da0f61,K,1950-08-22 00:00:00.000
01,PL,OCIEKA,39-104,9fd3c3e26a2c17b8939a259f0870b39c,5b8c762bbf755aba4c256a2118d9c32d,7a56dc99284260014ba41c4ed096bc98,K,1947-02-20 00:00:00.000
01,PL,SĘDZISZÓW MŁP.,39-120,63827afd8c13b2dc59583ba12a2b46e9,6e45b476db37c5ff2650ceeb10d11e1c,2b6f6f3ac4e665240c46bf8177b920d4,K,1957-01-21 00:00:00.000
01,PL,SĘDZISZÓW MŁP.,39-120,2786cd5b52652812fea9e46f0a0c8d95,c8638bafec7daa15308be9ac856f805e,218311c98c86dd57fd4d55db5e97168c,K,1947-02-22 00:00:00.000
01,PL,ROPCZYCE,39-100,f1a0f189fb36e0aeec2348be7e7e9b70,baaa29c40be2466e1623ad365cb8e939,17f2a50823860b9e61b837b9691032ff,K,1983-02-10 00:00:00.000
01,PL,ROPCZYCE,39-100,6beace0c4e00925564f6bbe2a2c53131,6ff31d773121b2a557ab7aa2e7d53626,943238047fd3e87d1f3de5249eb93bc0,K,1984-08-15 00:00:00.000
01,PL,OCIEKA,39-104,025ff75028867d4040b90ac9d787ab76,7c9339c41fd913a25a324323f72158a7,c74f0aa7ae0ef9fca80536a709332742,K,1975-02-04 00:00:00.000
01,PL,SĘDZISZÓW MŁP.,39-120,393beb519c32bc5d1d99105178d0a359,418579ae2a97654b04ea982b7f486fce,bb5699537ce849ef0ad65f0484a1ca5e,K,1984-02-25 00:00:00.000
01,PL,ROPCZYCE,39-100,65d9030f505d800767969309ed98471f,9ca1e8da958ec8430f3faf0765166af0,59dde8e422fbfee38d2e9fa7fc385506,K,1950-04-11 00:00:00.000
01,PL,IWIERZYCE,39-124,4616b0135481cb3d9a33b7265bd74dcc,163e67cc2e5dafdcde3970c3d7141a47,77a548ef1dde0dc8dadc9432fbc6f09d,K,1960-04-11 00:00:00.000
01,PL,OCIEKA,39-104,030deaf4f235f35c5126381a0cbf460c,eaaf8ccca172c047077922c410e8a0cd,4d1b3dba66d4d2c5e8344feefb2e8465,K,1944-02-01 00:00:00.000
01,PL,ROPCZYCE,39-100,e5fab7f78316e43c730e6329649678cd,0e52e8f2e72339d71287645d86fbf91b,b577c3a23ddde2f40929e34a6bfe082e,K,1967-10-14 00:00:00.000
01,PL,ROPCZYCE,39-100,81ce8e18db4ded511566796eb5653a05,8d87c9ae1b40e277b86396b27a3f961e,fa417afbaff54973ed54dad72a896405,K,1953-09-22 00:00:00.000
01,PL,SĘDZISZÓW MŁP.,39-120,1bc95dcb08fce1aefca30b5ab9c603c7,bb892cf93b1373e8274dfa4628a7a3b5,bd88b31e69076c497fc22c07c63fa014,K,1986-04-21 00:00:00.000
01,PL,RZESZÓW,35-061,44a8fbf04a9fe1322e98797abbfeb9c0,816a9770f69d586b194ff75de1047f21,e592d49711ea7da14fe2f3f87033f5a5,K,1964-11-26 00:00:00.000
01,PL,WIELOPOLE SKRZYŃSKIE,39-110,a90c423d358b9d5a78c1c23fb18abd9d,d1f3742d718b0e3b0d9c0b456cab4e9b,202d8c2688212e59a37edb86dc865a3d,K,1962-04-07 00:00:00.000
01,PL,ROPCZYCE,39-100,c981c7cda1de20f7551f606e47f96fca,0ddc771fc37e99b1e8de8b2ea7da4657,c9492db6692cd48925595eb74bc5c698,K,1978-02-06 00:00:00.000
01,PL,KOLBUSZOWA,36-100,d3c4d38c58244dcad386eb42f4ca2624,4909807720f17b03d5f70f0608712585,f3ee868ce332b1f43ac8f8a11c533d10,K,1976-08-23 00:00:00.000
03,PL,IWIERZYCE,39-124,ac2c3805d3f3a12fd7d6d99a11ce0a63,236a7cb02be31682446f12715f8fdba3,ccc72102f470ceb62cea5ac7a8a21b82,K,1977-06-26 00:00:00.000
01,PL,OCIEKA,39-104,7c9c6b85785c24621fe6f98f7db83907,3e353eda696c4f0f342d52bafc6ce9f3,d0b1ab1fb059fc859f33ca952b698880,K,1969-09-03 00:00:00.000
03,PL,ROPCZYCE,39-100,a771444d93e48a57674913143d062097,ce9b201019ed0fd0942e6d4ac83291a1,d9f19a0b0d08cef34c6f56f694c4f561,K,1985-07-19 00:00:00.000
01,PL,GNOJNICA,39-105,148fe40020fbd55c9ebe1efe2d3ee996,51bf6c6bffa4e45089f58e058eebbda2,2beb97f0e01f3f0c8d96a7fd995186c2,K,1974-12-18 00:00:00.000
01,PL,ROPCZYCE,39-100,1aa5a9b697b39a3691be0f591404353e,d016db2011a4960406644d6a248cccbd,763db38430a33e30a94b5e4fed54ba06,K,1970-10-17 00:00:00.000
01,PL,NIEDŹWIADA,39-107,c7de0a22719d8e4293c16d2a8407c6bf,40dff19c9b3a9aa8c7054ef0cc26ba88,e16297c6e3c92c9130dbcd1cd6c535f8,K,1974-10-29 00:00:00.000
01,PL,ROPCZYCE,39-100,8f4149d209ef7ade0bd4596e9b08a19e,d3d2f67252d451d28eca9f1872b51e54,ae385f0b59fccf87a5516b59bd90d398,K,1979-02-24 00:00:00.000
01,PL,ROPCZYCE,39-100,29dbad45823d5c82a99b817e7deb9428,5070a25c3a76dc681ba421b68c868968,a5ddf57040a4ace1507de9f0b9584581,K,1983-03-22 00:00:00.000
01,PL,ROPCZYCE,39-100,044f2fcb5dbbc7cd1ecb6b80c20d2210,b81ca16deb367b5606f42c1fc7528f09,cd766c6b5b2f64d65b5f2d15ff964e6f,K,1977-05-11 00:00:00.000
01,PL,SĘDZISZÓW MŁP.,39-120,a1e0f80a40ade699565ddd1a9eb009fb,a9ca37180996f450fdfba03df623eb00,f45a529367e3fcdb41622956b5615932,K,1969-05-29 00:00:00.000
01,PL,ROPCZYCE,39-100,7fe4852ce27957d56e61cfb3cede0253,694d7baf781b0cfd1ab2235d2b1b61b2,63ee669d256380ae7ccd87da11dd63ea,K,1997-10-12 00:00:00.000
01,PL,BRZEZINY,39-111,a0b2be8b9a507defdb212db8a833855d,f513e8c08df981709b6247d9a44b122d,897366055fa1997795bca0630b905c72,K,1978-02-21 00:00:00.000
01,PL,OCIEKA,39-104,088efdc18a2918c56441428a3228ff88,18533826f3171d46e49aab3ed9f6dbf0,8a447b2b3be0b226ac14e40be3adc6cb,K,1954-04-24 00:00:00.000
01,PL,ROPCZYCE,39-100,e8bbd693874e931342951849c4bab3d4,80eaadd920059bc73700071a38a3e638,e57efeb6deeb6fe417869f275e8d4158,K,1960-08-18 00:00:00.000
01,PL,ROPCZYCE,39-100,9051e42539e1265b2f540a5dc5e29725,be2f1fff898679e8de8f0c6935b701cb,a373781cd749f5382bdeddbd4bfd7ffa,K,1981-05-07 00:00:00.000
01,PL,WIELOPOLE SKRZYŃSKIE,39-110,f79cd2b2d19f51b66d7e1aed0b75d1f3,2a969a41022489c205c49b9efd961664,da6e069f366d68c6c59d2d2d2327a9e6,K,1957-09-21 00:00:00.000
01,PL,GNOJNICA,39-100,3d50945f7826963be08bbcdd98ddc9ba,fe18598dd75b95b7537997443f665bed,120d51d8e0980218416d14bb614b2272,K,1977-04-24 00:00:00.000
01,PL,ŁĄCZKI KUCHARSKIE,39-106,f0789ec16d967d3675016b3e20ec4b76,e326eae688c53751784a41b32b2a0bac,eef5c23f77a827ef6a6fed4e0d6ca96d,K,1970-04-22 00:00:00.000
01,PL,SĘDZISZÓW MŁP,39-120,5dbb89914b2a1d816dac1b46ea63a080,4df7f473cb89a104e034a53f058c85d3,6ea27ef154c898d5d8b3940d02f0577e,K,1947-10-29 00:00:00.000
01,PL,SĘDZISZÓW MŁP.,39-120,0e1485c924e4a4fe22798c48f792d5cc,ffc2a233791de0614191fac66ff98680,44111c56701d652d18f6cd99b6888714,K,1976-01-12 00:00:00.000
01,PL,SĘDZISZÓW MŁP,39-120,81eb2097b4cb063e45ab2f78452333e5,abd559920bd27be1dfb73ea43d2d13b8,e3328b26b50a619b4c94aab6cec8f53a,K,1988-11-29 00:00:00.000
01,PL,IWIERZYCE,39-124,a4f81d466bec7c2d6d475be1bb55ed6f,89c85389dfc8d98b9d1fae27ca2d8b7c,274874f463015978b9d0e9a87cad8125,K,1973-11-08 00:00:00.000
01,PL,ROPCZYCE,39-100,3823ea58c2e2aa61d7aeda5b7d76256e,11118ae4d85f678bd05e158b737c24f7,b52a59ca13ec300f61fa5bd0e5aa14c5,K,1992-03-22 00:00:00.000
01,PL,DĘBICA,39-200,46db2f5b97947ec50024df45ba57a8c8,fa94128d0751c0afadd507251809cd5d,eb11855b24a528aeb4c6c393b5b0adda,K,2001-06-24 00:00:00.000
01,PL,ROPCZYCE,39-100,511d79785362cbd9c84eb1e09f61223b,2d2b9eb5d7f1b3657469989a5a831d30,7ac0752a7f87e59f808949be728cb77a,K,1973-12-10 00:00:00.000
01,PL,SĘDZISZÓW MŁP.,39-120,112ca84b26d240f1072f399cd94f6fdf,0c9b4e5fb20ed764c44f3c7dc2cea5db,69376f43e2145603a751df19e3a1b4b7,K,1947-03-07 00:00:00.000
01,PL,ROPCZYCE,39-100,ef1fe269327b704b572b3332f4c97a18,fbc52a50914e150729d63240a5e48dc1,dcd6556f0055ea584781dc266ee9f7a7,K,2000-08-20 00:00:00.000
01,PL,ROPCZYCE,39-100,d7a9e567ddb2f5ae9a5eff66bc0b4162,8bb67f99c56323b50ab841fcef728d3a,2f82f7bc64eaad2525b886811a8b9866,K,1982-07-12 00:00:00.000
01,PL,OSTRÓW,39-103,fb53cf50811c567b9e8d572bc2ea374f,88277c846006a91aa279bf9fd6f450d7,3c1f300402d0f6d60281e6cb24196586,K,1958-07-29 00:00:00.000
01,PL,SĘDZISZÓW MŁP.,39-120,aa2fa7b02174e16849d3adfdae07b377,c96135169c9eb28d22d1b371046f7e8f,5ca70efd8a1aea21e58a71c2aa838a81,K,1962-06-12 00:00:00.000
01,PL,ROPCZYCE,39-100,a570d9803f2d9cb3485cd547a1147464,0b895679faa09bb73a554a48f296bfe8,36ba31819acf4b2538a61904f6f45684,K,1954-11-07 00:00:00.000
01,PL,IWIERZYCE,39-124,803b524c7fb11e259a7cffe10bb901ea,2af7921a12e6a6beebfcee3afa6f2dd6,459691cd49ba88f54fae2b7a6354c75f,K,1958-01-20 00:00:00.000
01,PL,SĘDZISZÓW MŁP,39-120,81ccdeace7618f2984ecdb450e3ba465,df81f0834817500e80f12b019731e210,03bf756b60147cbef2646285ec6ba17b,K,1961-11-21 00:00:00.000
01,PL,BĘDZIEMYŚL,39-127,1083b73b4785a1265ef9f3b028a514f7,bdd09185aef9a84c68a618a50d7d73fb,f69b5289e01b8cab8c982a44c4ea258b,K,1988-08-24 00:00:00.000
01,PL,ZAGORZYCE,39-126,f310b7c9da8b7cf2974759b576cdea9e,84af510057557c9061af6ac367a32a08,cc55c725e22c5baed9a1165a90e06347,K,1947-12-22 00:00:00.000
01,PL,ZAGÓRZYCE,39-126,40d83284b065c1f80231967be641f2ea,7ec2a64d9747ff2a1d8e00a39a7fdd1e,0d91595ff7017abe527a846a6def1d95,K,1962-01-08 00:00:00.000
01,PL,BLIZNA,39-104,cab4ba3a19615aba36800c7f3c4bba35,30b98c779b716bc3b3ca99c2d75adf0a,449ce3ee3bebecd667da3b6c05985b11,K,1981-08-06 00:00:00.000
01,PL,LUBZINA,39-102,5215effe5096b2d0de19b2319c7e90c6,47adca934fdefbf0cdcdbed648c7579b,6a3905678c2138afc941dc95267afc9c,K,1962-08-23 00:00:00.000
01,PL,ROPCZYCE,39-100,dc8ba33fa7a5981970ae120ce7b16698,fb233ef47158ecce729f30850b884a78,c04547d9eb06b28a31710dd6210833a2,K,1986-08-09 00:00:00.000
01,PL,BOREK WIELKI,39-120,9141c9f5f96003c815396e11365e9111,12abe0834a10a1cbad485e9006320278,ca47215dd98937f93ac4c15ab9a39425,K,1944-08-03 00:00:00.000
01,PL,ZAGORZYCE,39-126,038f6abe9d1176b09981b30646e34a3b,440fdb2df2d8160ebf2844ea51d9caca,a8a8bee95449994b8e48db746e145de9,K,1968-07-06 00:00:00.000
01,PL,GRODZISKO,38-102,b9da013df835a85713420f0aec7f584b,23a5619538dd77e7a6bb42d3693f1185,ba4eea87c6c3052351e3a623df7b710f,K,1969-03-27 00:00:00.000
01,PL,ROPCZYCE,39-100,5a7e7b95906ebc61cef3a0ff7ea3a946,dafb53004fa3c06b99eb98b83f33222f,d2928294498a740055c7e3ba71106016,K,1989-04-19 00:00:00.000
01,PL,ROPCZYCE,39-100,3d0f52c4e96a41e1c75c6c33979bcd78,84fd02096b97760176cfe7c6e46af7c6,59bc77389df58eafaa8e48a9d8624356,K,1988-07-17 00:00:00.000
01,PL,ROPCZYCE,39-100,a8f86346036e5894f4777aa86303c360,5744b76873a49d4b053536d6031077fc,dd41b874e64ac1dc44286e24dc7b8219,K,1958-02-15 00:00:00.000
01,PL,GNOJNICA,39-105,9e4e2e4b6f32990f266619f8537de15a,943113cbb9defd9f035ad2144caff134,d1e67d51acecdffef780ed3c300b203a,K,1954-05-17 00:00:00.000
01,PL,ŁĄCZKI KUCH.,39-106,526765ef9be67631becc5a384351db11,3629d8540a7fed06fd90ff9d4c984c5b,746f82c1c52a6176b7a072caab032694,K,1987-02-21 00:00:00.000
01,PL,ROPCZYCE,39-100,879192040b46d472f321060d85da5fb2,4c1d97f9bc099c4bc96c20f8a5062a67,b79e45a7a958b2c098b0e5ac38f53701,K,1959-10-26 00:00:00.000
01,PL,ROPCZYCE,39-100,82c50b2f0614ee36ae917956c560b921,a427235f36fca03ef0ee9373d6fb880f,a414d0ea22a1e1896986e056b8cac20f,K,1981-03-06 00:00:00.000
01,PL,SĘDZISZÓW MŁP,39-120,38fb8d434f7de1bba2589d4617a53464,4a39d7ccd78a927c80d11de6da375181,b6f917b67f86fef8b7d4f64819ad4c2b,K,1980-12-19 00:00:00.000
01,PL,SĘDZISZÓW,39-120,3a73dde194b572b3ac66872e2afc92fa,0ec8b085b6dc098abd4e1632ad7ca23c,2a3f7061c7e656bf657bd1867dc1a837,K,1963-03-06 00:00:00.000
01,PL,ROPCZYCE,39-100,bcf58c67312c342dea112a6ab356d170,cd30952f3c7c5fe581c9643efa1bb6fb,7ab170dea9a1e6c0d0972d4901195ef6,K,2000-04-21 00:00:00.000
01,PL,OSTRÓW,39-103,577a3b0d91eaee42ef1c247ecf3ef11a,fe1d18228df84e9d0ee352d5bf2ae59a,74fb4d33e125a398d0f9c711be1b8594,K,1956-02-20 00:00:00.000
01,PL,OSTRÓW,39-103,2c99c0a17c46f26756e8b7acf46b8870,e3d12859668a686bc715b16c90822bbf,a94151b9d64d88e6cc9ed33cde55c643,K,1975-05-20 00:00:00.000
03,PL,ROPCZYCE,39-100,edd1d55aa72d9a5aba1f670b6935ed4e,1c101c9b7753e4bd82a03a6e2e35114a,ceaa722dd9d103ea36b9054a03ba41df,K,1993-01-19 00:00:00.000
01,PL,CZARNA SĘDZISZOWSKA,39-123,b6c8c615c6ad6809ab925056adc2c4b9,6c82db50c48a27792d7cc95abd786269,20dfd3c90b8f9f9cb3296d58f6a465ff,K,1963-06-25 00:00:00.000
01,PL,ROPCZYCE,39-100,40f5e77e053a8b36f73dd7b250c75fb8,df3519e22618b91c44da92a6a1829ec8,155f7a83c1f61ccee489375ab0b2d793,K,1977-11-10 00:00:00.000
01,PL,ROPCZYCE,39-100,417dc4ad440d8afe39e0f403fed5a299,84f2d756aa3e94e1073cbe0c5611f67d,944d3a1dffbde9ce66547f5222adc4ad,K,1984-08-05 00:00:00.000
01,PL,STRZYŻÓW,38-100,d4c500b88dba8a9d84172ae8a56f81eb,0ab31182af9d076efa8be709ff5ed79c,c66570653adef10497d2a27c16ff23f8,K,1976-02-28 00:00:00.000
01,PL,WIŚNIOWA,38-124,06553e23b12c036cc961dede3395ed4c,b2fb5a99faeb576ca13bddacf79038bb,48dc1b5507343ccc70e8645dacdc5031,K,1984-02-04 00:00:00.000
01,PL,GRODZISKO,38-102,40ff00b8de29c0b103f43ff77d034600,f40645222e28d040712ab10edefecab5,c10e92e2f215b4b930badbda553ec2dd,K,2001-12-16 00:00:00.000
01,PL,STRZYŻÓW,38-100,d8182db13b331e647816bb218fb9d5a5,c5cda3a4a224a11873a44d5c1b30d71c,f883f9c6155068182869678c197e3334,K,2001-04-23 00:00:00.000
01,PL,CZUDEC,38-120,9bdb6c5a478b1c90709c2d17e7407ec7,d992b86e61e1f5620944c9537f0df171,24d2ed52187cdd07292e02ee29f4850d,K,1973-11-01 00:00:00.000
01,PL,RZESZÓW,35-082,189356b39b243fd59af93fa6ef4df5fe,1d2868dd28aa89fa103f73645086d19e,638dcd386bb06c013eead2789c1eab00,K,1988-02-19 00:00:00.000
01,PL,NIEBYLEC,38-114,48086c78915a6707c7c167211c52302e,1a960e593ee56b57f89651f2c222f5a1,67769b5b7140339abe3a623d416042cd,K,1980-04-03 00:00:00.000
01,PL,STRZYŻÓW,38-100,009239be663c132c0373be7e126330c4,1c850bf719ea86307f4a5d40411c854e,ab74d50bf318ed5047228f303866e755,K,1947-06-20 00:00:00.000
01,PL,STRZYŻÓW,38-100,b891b9cfa598ef3956ecdf40c226710e,b8fa706b5071ed3234bdc1b289f4c015,d2f7f43497122e88e9dee1f5724f9375,K,1995-10-28 00:00:00.000
01,PL,STRZYŻÓW,38-100,4937682f5bd78ffb2011c002c1baf603,b09451960c611852e97135d166a10f91,3d7f97c91e1b54387f5b7a2f8e30c340,K,2000-10-02 00:00:00.000
01,PL,STRZYŻÓW,38-100,2fb5e04d62d893dfba3f5f0057b29d4e,e45df585e5cfd13740a3fb7d5463ae30,3d898b6f5c2d3154eecc3872dbf57d16,K,1998-04-17 00:00:00.000
01,PL,FRYSZTAK,38-130,5c07fa434a84f5506b79d0ce3e3824bf,3075849f439296a278547aa7a21b4bf3,3d219afaef91e8b976ef5e9939401af9,K,1969-11-08 00:00:00.000
01,PL,STRZYŻÓW,38-100,96ae88713d585be107a7717c62498c57,a4a50428a6c4af09c1e4e58a355305bf,b3436a8730834aaba7e963cc75459166,K,1965-06-18 00:00:00.000
01,PL,STRZYŻÓW,38-100,b8bc7f369800b51d984126ce237852c1,5f8c4516d93d8cf285f04d2df580bcab,66a7a8f0a73009da3a585728469ee610,K,1979-03-25 00:00:00.000
01,PL,WIŚNIOWA,38-124,ea1bb51c0af25f33d8633518875a7308,6a20d8531f0258e129637062be9248a4,2b4057fabf379258b416cc45f02eed50,K,1988-07-17 00:00:00.000
01,PL,WIŚNIOWA,38-124,1a78b7e1517ff974f4691c4e72d3ae5b,689b6f492082a363d0a1557e19112435,a25aaa9599dee4fbe65c314893fd9984,K,1964-09-25 00:00:00.000
01,PL,STRZYŻÓW,38-100,ee1f5cc48cf730bda4f0c79c6d40840d,36b725beb02d731f78c9064c1310383a,d766ea0459eb828cfc0a2667e0d3aeba,K,1976-07-11 00:00:00.000
01,PL,STRZYŻÓW,38-100,c2205c95e35dd8c60429410dd11ce445,35859ee681fa2c1cf441167a50350a65,6d63a2dad7318426e5f52082d45bf2be,K,1951-05-25 00:00:00.000
01,PL,PSTRĄGOWA,38-121,31eea9f979440f25087b96604afe1097,a8c242ff11daea965e42814a4715c6b1,61f2108fdcef3ebb59404cf2050d9ef4,K,1979-07-25 00:00:00.000
01,PL,CZUDEC,38-120,32eb9072dca4e6ab0dc395966b5ccf22,b99db0810e7140fb2e1c6e9a8cc04325,8a95b77bd8554a2c6274da53a1b06494,K,1995-11-20 00:00:00.000
01,PL,STRZYŻÓW,38-100,1902bab0c78096c1295d05f6c072b493,9995be25b89792ca8d4ed339f6c825b0,247243772e0fcbda41f51e9fedf2a6d0,K,1971-06-24 00:00:00.000
01,PL,STRZYŻÓW,38-100,8ab686b6075109ccb12b1300ca2268be,1064a00f4822622275825e1a39990387,9ebb8776d6f94472fe3e2c3ebef72b57,K,1969-02-17 00:00:00.000
01,PL,GRODZISKO,38-102,54a00e9ee967cca71c27e6ea4bfa49ce,1da927e1ea9d57ba88260c69155613b9,4a075524d1d9b1daf33aebcaae7082f2,K,1983-02-01 00:00:00.000
01,PL,STRZYŻÓW,38-100,fa0fc20ce660bad2ebc5c78058674d45,d5a3d609ff3d9645a1558337fa668a26,f49080a3dbae322e59d403f95a2cbf2a,K,1983-04-28 00:00:00.000
01,PL,STRZYŻÓW,38-100,927acc501cdcf68e18eb1f6d866cff46,0c1e6c29b36883bafd7073c316b84992,17bef73c4c3ebda9ed08bd8751f79340,K,1962-11-28 00:00:00.000
01,PL,WYSOKA STRZYŻOWSKA,38-123,f072b451af861d023833ce41065707ea,340520e08ac09a5ca411e32e61680e29,893215dee95e3ff8b25aee03c65b623f,K,1994-03-10 00:00:00.000
01,PL,STRZYŻÓW,38-100,cc566368da8988ec1412f631f2a414d6,407f4def01835e3c548cc2e4b3040b36,3b43ee30582973122d14742274a4e8ab,K,1985-03-08 00:00:00.000
01,PL,CZUDEC,38-120,90cd870ad60cbf194ca00bda0d652af5,c3c73bca891ae5f3783be672abb136c9,195229b8b60b6411a43b9a04bbd96e15,K,1957-03-13 00:00:00.000
01,PL,STRZYŻÓW,38-100,d318150f1d2f0b7629e29164237abe1f,cbb731f0c489482024c56ff1aea984f0,454088c6b56c61543f5a8128518eb930,K,1958-05-28 00:00:00.000
01,PL,STRZYŻÓW,38-100,4fb46f113f722bbaf6f5ecaf238d0d04,36f0e8685c31f008a5684eda7e784047,f8de267a30076ec4e9aab9d9b6b1ee0a,K,1974-05-19 00:00:00.000
01,PL,GOGOŁÓW,38-131,ee49194bbcb1d5ea2676733dab8e1eb2,5ba09c95fad43ca6a106264f86bad2e2,e3abdc26cdb329d4c08ec0dc3e394316,K,1972-12-09 00:00:00.000
03,PL,STRZYŻÓW,38-100,137e2c6eca2a8a82079f88633cb8164b,0e085769a7062de8a667dbe52798c934,96118718747ea9eb785f076771397809,K,1988-05-25 00:00:00.000
01,PL,WIŚNIOWA,38-124,d7e6caf5588f423182c13ab900c7c203,bd8505e720d2e78806e4bc3c106d2cea,2584a0960725d90fc49c8d6eec6714c1,K,1969-09-16 00:00:00.000
01,PL,WIŚNIOWA,38-124,1ecee6125d1b920880d13a607a72c719,4ac79c9fa36d5c9d2e7a6ae71df52e32,c4173aca0c421b6a8f239880b18a309a,K,1989-12-18 00:00:00.000
01,PL,WIŚNIOWA,38-124,76ed05f4250fc61a2c650602ca3ef1bf,8d96f7373b2fe9c2e3a0e347fda2107f,f4c8cca7f6cbd9db9ff340c59e09bd97,K,1983-12-09 00:00:00.000
03,PL,FRYSZTAK,38-130,b5d5df687d043279b40992c0bee2c422,b36c0189768357c627772be5e6e2c3ea,51158ad640d33684a688bb5ab4d0868f,K,1959-03-23 00:00:00.000
01,PL,STRZYŻÓW,38-100,d9ba83616b6a29d076e17e30a97c58b2,353a0045d7da6c3efbe8dcf8e990ea04,5bdfc0c48dc335f047418343b6359d78,K,1994-03-08 00:00:00.000
01,PL,STRZYŻÓW,38-100,8a68ed98097baa5fc83bd4d4f2902933,5654b059d074563158a726ba45e1fb3a,67b9ca1e068f2edd8358c7cc686c4694,K,1967-02-28 00:00:00.000
01,PL,DĘBICA,39-200,4758a449b260d8439f20b2096290b881,8954b268661bba554cad89fab07425dc,ad1890a62eca954f8f07ac375be8966a,K,1974-08-23 00:00:00.000
